dt,zo,zd,h,n,days,rate_per_hour
sun,19,19,5,4,8,0.5
sun,19,19,6,1,8,0.125
sun,19,19,7,6,8,0.75
sun,19,19,8,18,8,2.25
sun,19,19,9,15,8,1.875
sun,19,19,10,30,8,3.75
sun,19,19,11,39,8,4.875
sun,19,19,12,51,8,6.375
sun,19,19,13,37,8,4.625
sun,19,19,14,41,8,5.125
sun,19,19,15,42,8,5.25
sun,19,19,16,37,8,4.625
sun,19,19,17,29,8,3.625
sun,19,19,18,21,8,2.625
sun,19,19,19,21,8,2.625
sun,19,19,20,24,8,3.0
sun,19,19,21,11,8,1.375
sun,19,19,22,9,8,1.125
sun,19,19,23,13,8,1.625
thu_fri,0,0,0,1484,15,98.933333
thu_fri,0,0,1,1041,15,69.4
thu_fri,0,0,2,807,15,53.8
thu_fri,0,0,3,574,15,38.266667
thu_fri,0,0,4,318,15,21.2
thu_fri,0,0,5,588,15,39.2
thu_fri,0,0,6,1072,15,71.466667
thu_fri,0,0,7,2046,15,136.4
thu_fri,0,0,8,2365,15,157.666667
thu_fri,0,0,9,1949,15,129.933333
thu_fri,0,0,10,1563,15,104.2
thu_fri,0,0,11,1513,15,100.866667
thu_fri,0,0,12,1753,15,116.866667
thu_fri,0,0,13,1820,15,121.333333
thu_fri,0,0,14,2102,15,140.133333
thu_fri,0,0,15,2332,15,155.466667
thu_fri,0,0,16,2662,15,177.466667
thu_fri,0,0,17,2585,15,172.333333
thu_fri,0,0,18,2428,15,161.866667
thu_fri,0,0,19,2056,15,137.066667
thu_fri,0,0,20,1910,15,127.333333
thu_fri,0,0,21,1897,15,126.466667
thu_fri,0,0,22,1776,15,118.4
thu_fri,0,0,23,1758,15,117.2
thu_fri,0,1,0,781,15,52.066667
thu_fri,0,1,1,507,15,33.8
thu_fri,0,1,2,383,15,25.533333
thu_fri,0,1,3,275,15,18.333333
thu_fri,0,1,4,152,15,10.133333
thu_fri,0,1,5,207,15,13.8
thu_fri,0,1,6,437,15,29.133333
thu_fri,0,1,7,770,15,51.333333
thu_fri,0,1,8,988,15,65.866667
thu_fri,0,1,9,835,15,55.666667
thu_fri,0,1,10,669,15,44.6
thu_fri,0,1,11,624,15,41.6
thu_fri,0,1,12,660,15,44.0
thu_fri,0,1,13,654,15,43.6
thu_fri,0,1,14,685,15,45.666667
thu_fri,0,1,15,728,15,48.533333
thu_fri,0,1,16,820,15,54.666667
thu_fri,0,1,17,892,15,59.466667
thu_fri,0,1,18,887,15,59.133333
thu_fri,0,1,19,918,15,61.2
thu_fri,0,1,20,810,15,54.0
thu_fri,0,1,21,882,15,58.8
thu_fri,0,1,22,862,15,57.466667
thu_fri,0,1,23,917,15,61.133333
thu_fri,0,2,0,1245,15,83.0
thu_fri,0,2,1,878,15,58.533333
thu_fri,0,2,2,675,15,45.0
thu_fri,0,2,3,572,15,38.133333
thu_fri,0,2,4,441,15,29.4
thu_fri,0,2,5,543,15,36.2
thu_fri,0,2,6,779,15,51.933333
thu_fri,0,2,7,1289,15,85.933333
thu_fri,0,2,8,1619,15,107.933333
thu_fri,0,2,9,1289,15,85.933333
thu_fri,0,2,10,1169,15,77.933333
thu_fri,0,2,11,1266,15,84.4
thu_fri,0,2,12,1294,15,86.266667
thu_fri,0,2,13,1386,15,92.4
thu_fri,0,2,14,1667,15,111.133333
thu_fri,0,2,15,1831,15,122.066667
thu_fri,0,2,16,1956,15,130.4
thu_fri,0,2,17,1986,15,132.4
thu_fri,0,2,18,1774,15,118.266667
thu_fri,0,2,19,1623,15,108.2
thu_fri,0,2,20,1478,15,98.533333
thu_fri,0,2,21,1433,15,95.533333
thu_fri,0,2,22,1396,15,93.066667
thu_fri,0,2,23,1494,15,99.6
thu_fri,0,3,0,492,15,32.8
thu_fri,0,3,1,355,15,23.666667
thu_fri,0,3,2,266,15,17.733333
thu_fri,0,3,3,189,15,12.6
thu_fri,0,3,4,106,15,7.066667
thu_fri,0,3,5,122,15,8.133333
thu_fri,0,3,6,220,15,14.666667
thu_fri,0,3,7,496,15,33.066667
thu_fri,0,3,8,594,15,39.6
thu_fri,0,3,9,549,15,36.6
thu_fri,0,3,10,479,15,31.933333
thu_fri,0,3,11,446,15,29.733333
thu_fri,0,3,12,458,15,30.533333
thu_fri,0,3,13,497,15,33.133333
thu_fri,0,3,14,593,15,39.533333
thu_fri,0,3,15,597,15,39.8
thu_fri,0,3,16,709,15,47.266667
thu_fri,0,3,17,718,15,47.866667
thu_fri,0,3,18,728,15,48.533333
thu_fri,0,3,19,706,15,47.066667
thu_fri,0,3,20,636,15,42.4
thu_fri,0,3,21,635,15,42.333333
thu_fri,0,3,22,660,15,44.0
thu_fri,0,3,23,561,15,37.4
thu_fri,0,4,0,24,15,1.6
thu_fri,0,4,1,18,15,1.2
thu_fri,0,4,2,12,15,0.8
thu_fri,0,4,3,18,15,1.2
thu_fri,0,4,4,9,15,0.6
thu_fri,0,4,5,7,15,0.466667
thu_fri,0,4,6,22,15,1.466667
thu_fri,0,4,7,57,15,3.8
thu_fri,0,4,8,62,15,4.133333
thu_fri,0,4,9,53,15,3.533333
thu_fri,0,4,10,52,15,3.466667
thu_fri,0,4,11,55,15,3.666667
thu_fri,0,4,12,49,15,3.266667
thu_fri,0,4,13,33,15,2.2
thu_fri,0,4,14,33,15,2.2
thu_fri,0,4,15,39,15,2.6
thu_fri,0,4,16,52,15,3.466667
thu_fri,0,4,17,39,15,2.6
thu_fri,0,4,18,41,15,2.733333
thu_fri,0,4,19,32,15,2.133333
thu_fri,0,4,20,45,15,3.0
thu_fri,0,4,21,35,15,2.333333
thu_fri,0,4,22,24,15,1.6
thu_fri,0,4,23,22,15,1.466667
thu_fri,0,5,0,50,15,3.333333
thu_fri,0,5,1,26,15,1.733333
thu_fri,0,5,2,26,15,1.733333
thu_fri,0,5,3,21,15,1.4
thu_fri,0,5,4,68,15,4.533333
thu_fri,0,5,5,124,15,8.266667
thu_fri,0,5,6,116,15,7.733333
thu_fri,0,5,7,173,15,11.533333
thu_fri,0,5,8,147,15,9.8
thu_fri,0,5,9,180,15,12.0
thu_fri,0,5,10,161,15,10.733333
thu_fri,0,5,11,140,15,9.333333
thu_fri,0,5,12,115,15,7.666667
thu_fri,0,5,13,128,15,8.533333
thu_fri,0,5,14,112,15,7.466667
thu_fri,0,5,15,110,15,7.333333
thu_fri,0,5,16,88,15,5.866667
thu_fri,0,5,17,77,15,5.133333
thu_fri,0,5,18,90,15,6.0
thu_fri,0,5,19,90,15,6.0
thu_fri,0,5,20,81,15,5.4
thu_fri,0,5,21,101,15,6.733333
thu_fri,0,5,22,114,15,7.6
thu_fri,0,5,23,90,15,6.0
thu_fri,0,6,0,64,15,4.266667
thu_fri,0,6,1,39,15,2.6
thu_fri,0,6,2,25,15,1.666667
thu_fri,0,6,3,35,15,2.333333
thu_fri,0,6,4,21,15,1.4
thu_fri,0,6,5,75,15,5.0
thu_fri,0,6,6,138,15,9.2
thu_fri,0,6,7,140,15,9.333333
thu_fri,0,6,8,183,15,12.2
thu_fri,0,6,9,112,15,7.466667
thu_fri,0,6,10,119,15,7.933333
thu_fri,0,6,11,70,15,4.666667
thu_fri,0,6,12,115,15,7.666667
thu_fri,0,6,13,92,15,6.133333
thu_fri,0,6,14,110,15,7.333333
thu_fri,0,6,15,83,15,5.533333
thu_fri,0,6,16,83,15,5.533333
thu_fri,0,6,17,79,15,5.266667
thu_fri,0,6,18,113,15,7.533333
thu_fri,0,6,19,109,15,7.266667
thu_fri,0,6,20,81,15,5.4
thu_fri,0,6,21,73,15,4.866667
thu_fri,0,6,22,98,15,6.533333
thu_fri,0,6,23,76,15,5.066667
thu_fri,0,7,0,13,15,0.866667
thu_fri,0,7,1,11,15,0.733333
thu_fri,0,7,2,10,15,0.666667
thu_fri,0,7,3,7,15,0.466667
thu_fri,0,7,4,4,15,0.266667
thu_fri,0,7,5,15,15,1.0
thu_fri,0,7,6,13,15,0.866667
thu_fri,0,7,7,20,15,1.333333
thu_fri,0,7,8,19,15,1.266667
thu_fri,0,7,9,20,15,1.333333
thu_fri,0,7,10,15,15,1.0
thu_fri,0,7,11,14,15,0.933333
thu_fri,0,7,12,19,15,1.266667
thu_fri,0,7,13,16,15,1.066667
thu_fri,0,7,14,10,15,0.666667
thu_fri,0,7,15,15,15,1.0
thu_fri,0,7,16,11,15,0.733333
thu_fri,0,7,17,11,15,0.733333
thu_fri,0,7,18,14,15,0.933333
thu_fri,0,7,19,7,15,0.466667
thu_fri,0,7,20,22,15,1.466667
thu_fri,0,7,21,32,15,2.133333
thu_fri,0,7,22,23,15,1.533333
thu_fri,0,7,23,6,15,0.4
thu_fri,0,8,0,108,15,7.2
thu_fri,0,8,1,70,15,4.666667
thu_fri,0,8,2,50,15,3.333333
thu_fri,0,8,3,62,15,4.133333
thu_fri,0,8,4,73,15,4.866667
thu_fri,0,8,5,70,15,4.666667
thu_fri,0,8,6,78,15,5.2
thu_fri,0,8,7,95,15,6.333333
thu_fri,0,8,8,137,15,9.133333
thu_fri,0,8,9,100,15,6.666667
thu_fri,0,8,10,113,15,7.533333
thu_fri,0,8,11,91,15,6.066667
thu_fri,0,8,12,89,15,5.933333
thu_fri,0,8,13,80,15,5.333333
thu_fri,0,8,14,111,15,7.4
thu_fri,0,8,15,100,15,6.666667
thu_fri,0,8,16,100,15,6.666667
thu_fri,0,8,17,118,15,7.866667
thu_fri,0,8,18,133,15,8.866667
thu_fri,0,8,19,144,15,9.6
thu_fri,0,8,20,138,15,9.2
thu_fri,0,8,21,131,15,8.733333
thu_fri,0,8,22,149,15,9.933333
thu_fri,0,8,23,146,15,9.733333
thu_fri,0,9,0,77,15,5.133333
thu_fri,0,9,1,92,15,6.133333
thu_fri,0,9,2,74,15,4.933333
thu_fri,0,9,3,37,15,2.466667
thu_fri,0,9,4,25,15,1.666667
thu_fri,0,9,5,62,15,4.133333
thu_fri,0,9,6,104,15,6.933333
thu_fri,0,9,7,124,15,8.266667
thu_fri,0,9,8,157,15,10.466667
thu_fri,0,9,9,145,15,9.666667
thu_fri,0,9,10,140,15,9.333333
thu_fri,0,9,11,133,15,8.866667
thu_fri,0,9,12,150,15,10.0
thu_fri,0,9,13,120,15,8.0
thu_fri,0,9,14,120,15,8.0
thu_fri,0,9,15,123,15,8.2
thu_fri,0,9,16,114,15,7.6
thu_fri,0,9,17,128,15,8.533333
thu_fri,0,9,18,128,15,8.533333
thu_fri,0,9,19,127,15,8.466667
thu_fri,0,9,20,110,15,7.333333
thu_fri,0,9,21,127,15,8.466667
thu_fri,0,9,22,126,15,8.4
thu_fri,0,9,23,138,15,9.2
thu_fri,0,10,0,23,15,1.533333
thu_fri,0,10,1,20,15,1.333333
thu_fri,0,10,2,13,15,0.866667
thu_fri,0,10,3,2,15,0.133333
thu_fri,0,10,4,8,15,0.533333
thu_fri,0,10,5,26,15,1.733333
thu_fri,0,10,6,29,15,1.933333
thu_fri,0,10,7,29,15,1.933333
thu_fri,0,10,8,57,15,3.8
thu_fri,0,10,9,54,15,3.6
thu_fri,0,10,10,36,15,2.4
thu_fri,0,10,11,33,15,2.2
thu_fri,0,10,12,35,15,2.333333
thu_fri,0,10,13,32,15,2.133333
thu_fri,0,10,14,31,15,2.066667
thu_fri,0,10,15,24,15,1.6
thu_fri,0,10,16,25,15,1.666667
thu_fri,0,10,17,21,15,1.4
thu_fri,0,10,18,16,15,1.066667
thu_fri,0,10,19,28,15,1.866667
thu_fri,0,10,20,11,15,0.733333
thu_fri,0,10,21,24,15,1.6
thu_fri,0,10,22,41,15,2.733333
thu_fri,0,10,23,30,15,2.0
thu_fri,0,11,0,124,15,8.266667
thu_fri,0,11,1,101,15,6.733333
thu_fri,0,11,2,52,15,3.466667
thu_fri,0,11,3,69,15,4.6
thu_fri,0,11,4,27,15,1.8
thu_fri,0,11,5,70,15,4.666667
thu_fri,0,11,6,82,15,5.466667
thu_fri,0,11,7,137,15,9.133333
thu_fri,0,11,8,207,15,13.8
thu_fri,0,11,9,191,15,12.733333
thu_fri,0,11,10,165,15,11.0
thu_fri,0,11,11,145,15,9.666667
thu_fri,0,11,12,188,15,12.533333
thu_fri,0,11,13,168,15,11.2
thu_fri,0,11,14,172,15,11.466667
thu_fri,0,11,15,229,15,15.266667
thu_fri,0,11,16,211,15,14.066667
thu_fri,0,11,17,214,15,14.266667
thu_fri,0,11,18,229,15,15.266667
thu_fri,0,11,19,195,15,13.0
thu_fri,0,11,20,143,15,9.533333
thu_fri,0,11,21,155,15,10.333333
thu_fri,0,11,22,167,15,11.133333
thu_fri,0,11,23,173,15,11.533333
thu_fri,0,12,0,79,15,5.266667
thu_fri,0,12,1,73,15,4.866667
thu_fri,0,12,2,60,15,4.0
thu_fri,0,12,3,46,15,3.066667
thu_fri,0,12,4,45,15,3.0
thu_fri,0,12,5,92,15,6.133333
thu_fri,0,12,6,120,15,8.0
thu_fri,0,12,7,232,15,15.466667
thu_fri,0,12,8,258,15,17.2
thu_fri,0,12,9,263,15,17.533333
thu_fri,0,12,10,164,15,10.933333
thu_fri,0,12,11,150,15,10.0
thu_fri,0,12,12,169,15,11.266667
thu_fri,0,12,13,152,15,10.133333
thu_fri,0,12,14,122,15,8.133333
thu_fri,0,12,15,147,15,9.8
thu_fri,0,12,16,159,15,10.6
thu_fri,0,12,17,146,15,9.733333
thu_fri,0,12,18,198,15,13.2
thu_fri,0,12,19,176,15,11.733333
thu_fri,0,12,20,131,15,8.733333
thu_fri,0,12,21,126,15,8.4
thu_fri,0,12,22,147,15,9.8
thu_fri,0,12,23,115,15,7.666667
thu_fri,0,13,0,6,15,0.4
thu_fri,0,13,1,8,15,0.533333
thu_fri,0,13,2,2,15,0.133333
thu_fri,0,13,3,4,15,0.266667
thu_fri,0,13,4,2,15,0.133333
thu_fri,0,13,5,4,15,0.266667
thu_fri,0,13,6,21,15,1.4
thu_fri,0,13,7,15,15,1.0
thu_fri,0,13,8,33,15,2.2
thu_fri,0,13,9,32,15,2.133333
thu_fri,0,13,10,32,15,2.133333
thu_fri,0,13,11,19,15,1.266667
thu_fri,0,13,12,20,15,1.333333
thu_fri,0,13,13,20,15,1.333333
thu_fri,0,13,14,8,15,0.533333
thu_fri,0,13,15,8,15,0.533333
thu_fri,0,13,16,11,15,0.733333
thu_fri,0,13,17,6,15,0.4
thu_fri,0,13,18,13,15,0.866667
thu_fri,0,13,19,6,15,0.4
thu_fri,0,13,20,5,15,0.333333
thu_fri,0,13,21,9,15,0.6
thu_fri,0,13,22,11,15,0.733333
thu_fri,0,13,23,17,15,1.133333
thu_fri,0,14,0,21,15,1.4
thu_fri,0,14,1,17,15,1.133333
thu_fri,0,14,2,16,15,1.066667
thu_fri,0,14,3,30,15,2.0
thu_fri,0,14,4,8,15,0.533333
thu_fri,0,14,5,34,15,2.266667
thu_fri,0,14,6,57,15,3.8
thu_fri,0,14,7,70,15,4.666667
thu_fri,0,14,8,51,15,3.4
thu_fri,0,14,9,46,15,3.066667
thu_fri,0,14,10,39,15,2.6
thu_fri,0,14,11,25,15,1.666667
thu_fri,0,14,12,28,15,1.866667
thu_fri,0,14,13,44,15,2.933333
thu_fri,0,14,14,26,15,1.733333
thu_fri,0,14,15,26,15,1.733333
thu_fri,0,14,16,37,15,2.466667
thu_fri,0,14,17,38,15,2.533333
thu_fri,0,14,18,28,15,1.866667
thu_fri,0,14,19,31,15,2.066667
thu_fri,0,14,20,42,15,2.8
thu_fri,0,14,21,27,15,1.8
thu_fri,0,14,22,52,15,3.466667
thu_fri,0,14,23,41,15,2.733333
thu_fri,0,15,0,35,15,2.333333
thu_fri,0,15,1,12,15,0.8
thu_fri,0,15,2,22,15,1.466667
thu_fri,0,15,3,18,15,1.2
thu_fri,0,15,4,18,15,1.2
thu_fri,0,15,5,42,15,2.8
thu_fri,0,15,6,37,15,2.466667
thu_fri,0,15,7,33,15,2.2
thu_fri,0,15,8,39,15,2.6
thu_fri,0,15,9,32,15,2.133333
thu_fri,0,15,10,34,15,2.266667
thu_fri,0,15,11,28,15,1.866667
thu_fri,0,15,12,29,15,1.933333
thu_fri,0,15,13,34,15,2.266667
thu_fri,0,15,14,34,15,2.266667
thu_fri,0,15,15,31,15,2.066667
thu_fri,0,15,16,32,15,2.133333
thu_fri,0,15,17,34,15,2.266667
thu_fri,0,15,18,38,15,2.533333
thu_fri,0,15,19,43,15,2.866667
thu_fri,0,15,20,43,15,2.866667
thu_fri,0,15,21,43,15,2.866667
thu_fri,0,15,22,43,15,2.866667
thu_fri,0,15,23,30,15,2.0
thu_fri,0,16,0,0,15,0.0
thu_fri,0,16,1,1,15,0.066667
thu_fri,0,16,2,0,15,0.0
thu_fri,0,16,3,0,15,0.0
thu_fri,0,16,4,2,15,0.133333
thu_fri,0,16,5,3,15,0.2
thu_fri,0,16,6,4,15,0.266667
thu_fri,0,16,7,0,15,0.0
thu_fri,0,16,8,1,15,0.066667
thu_fri,0,16,9,1,15,0.066667
thu_fri,0,16,10,0,15,0.0
thu_fri,0,16,11,2,15,0.133333
thu_fri,0,16,12,1,15,0.066667
thu_fri,0,16,13,0,15,0.0
thu_fri,0,16,14,0,15,0.0
thu_fri,0,16,15,6,15,0.4
thu_fri,0,16,16,6,15,0.4
thu_fri,0,16,17,3,15,0.2
thu_fri,0,16,18,4,15,0.266667
thu_fri,0,16,19,0,15,0.0
thu_fri,0,16,20,1,15,0.066667
thu_fri,0,16,21,0,15,0.0
thu_fri,0,16,22,0,15,0.0
thu_fri,0,16,23,0,15,0.0
thu_fri,0,17,0,757,15,50.466667
thu_fri,0,17,1,481,15,32.066667
thu_fri,0,17,2,351,15,23.4
thu_fri,0,17,3,284,15,18.933333
thu_fri,0,17,4,198,15,13.2
thu_fri,0,17,5,255,15,17.0
thu_fri,0,17,6,758,15,50.533333
thu_fri,0,17,7,1157,15,77.133333
thu_fri,0,17,8,1383,15,92.2
thu_fri,0,17,9,933,15,62.2
thu_fri,0,17,10,818,15,54.533333
thu_fri,0,17,11,728,15,48.533333
thu_fri,0,17,12,771,15,51.4
thu_fri,0,17,13,831,15,55.4
thu_fri,0,17,14,861,15,57.4
thu_fri,0,17,15,907,15,60.466667
thu_fri,0,17,16,982,15,65.466667
thu_fri,0,17,17,995,15,66.333333
thu_fri,0,17,18,954,15,63.6
thu_fri,0,17,19,838,15,55.866667
thu_fri,0,17,20,842,15,56.133333
thu_fri,0,17,21,895,15,59.666667
thu_fri,0,17,22,786,15,52.4
thu_fri,0,17,23,789,15,52.6
thu_fri,0,18,0,53,15,3.533333
thu_fri,0,18,1,28,15,1.866667
thu_fri,0,18,2,15,15,1.0
thu_fri,0,18,3,17,15,1.133333
thu_fri,0,18,4,17,15,1.133333
thu_fri,0,18,5,38,15,2.533333
thu_fri,0,18,6,63,15,4.2
thu_fri,0,18,7,35,15,2.333333
thu_fri,0,18,8,46,15,3.066667
thu_fri,0,18,9,26,15,1.733333
thu_fri,0,18,10,35,15,2.333333
thu_fri,0,18,11,26,15,1.733333
thu_fri,0,18,12,30,15,2.0
thu_fri,0,18,13,18,15,1.2
thu_fri,0,18,14,28,15,1.866667
thu_fri,0,18,15,32,15,2.133333
thu_fri,0,18,16,26,15,1.733333
thu_fri,0,18,17,50,15,3.333333
thu_fri,0,18,18,70,15,4.666667
thu_fri,0,18,19,66,15,4.4
thu_fri,0,18,20,49,15,3.266667
thu_fri,0,18,21,43,15,2.866667
thu_fri,0,18,22,67,15,4.466667
thu_fri,0,18,23,72,15,4.8
thu_fri,0,19,0,12,15,0.8
thu_fri,0,19,1,5,15,0.333333
thu_fri,0,19,2,4,15,0.266667
thu_fri,0,19,3,3,15,0.2
thu_fri,0,19,4,5,15,0.333333
thu_fri,0,19,5,15,15,1.0
thu_fri,0,19,6,14,15,0.933333
thu_fri,0,19,7,12,15,0.8
thu_fri,0,19,8,20,15,1.333333
thu_fri,0,19,9,21,15,1.4
thu_fri,0,19,10,21,15,1.4
thu_fri,0,19,11,21,15,1.4
thu_fri,0,19,12,19,15,1.266667
thu_fri,0,19,13,16,15,1.066667
thu_fri,0,19,14,24,15,1.6
thu_fri,0,19,15,14,15,0.933333
thu_fri,0,19,16,15,15,1.0
thu_fri,0,19,17,17,15,1.133333
thu_fri,0,19,18,12,15,0.8
thu_fri,0,19,19,17,15,1.133333
thu_fri,0,19,20,6,15,0.4
thu_fri,0,19,21,6,15,0.4
thu_fri,0,19,22,4,15,0.266667
thu_fri,0,19,23,7,15,0.466667
thu_fri,1,0,0,1055,15,70.333333
thu_fri,1,0,1,870,15,58.0
thu_fri,1,0,2,678,15,45.2
thu_fri,1,0,3,577,15,38.466667
thu_fri,1,0,4,274,15,18.266667
thu_fri,1,0,5,243,15,16.2
thu_fri,1,0,6,272,15,18.133333
thu_fri,1,0,7,393,15,26.2
thu_fri,1,0,8,417,15,27.8
thu_fri,1,0,9,420,15,28.0
thu_fri,1,0,10,505,15,33.666667
thu_fri,1,0,11,514,15,34.266667
thu_fri,1,0,12,622,15,41.466667
thu_fri,1,0,13,575,15,38.333333
thu_fri,1,0,14,628,15,41.866667
thu_fri,1,0,15,735,15,49.0
thu_fri,1,0,16,800,15,53.333333
thu_fri,1,0,17,814,15,54.266667
thu_fri,1,0,18,871,15,58.066667
thu_fri,1,0,19,918,15,61.2
thu_fri,1,0,20,886,15,59.066667
thu_fri,1,0,21,933,15,62.2
thu_fri,1,0,22,978,15,65.2
thu_fri,1,0,23,1079,15,71.933333
thu_fri,1,1,0,6913,15,460.866667
thu_fri,1,1,1,5968,15,397.866667
thu_fri,1,1,2,4702,15,313.466667
thu_fri,1,1,3,3485,15,232.333333
thu_fri,1,1,4,1219,15,81.266667
thu_fri,1,1,5,903,15,60.2
thu_fri,1,1,6,1175,15,78.333333
thu_fri,1,1,7,2202,15,146.8
thu_fri,1,1,8,3036,15,202.4
thu_fri,1,1,9,3248,15,216.533333
thu_fri,1,1,10,3268,15,217.866667
thu_fri,1,1,11,3160,15,210.666667
thu_fri,1,1,12,3184,15,212.266667
thu_fri,1,1,13,3308,15,220.533333
thu_fri,1,1,14,3791,15,252.733333
thu_fri,1,1,15,3989,15,265.933333
thu_fri,1,1,16,4455,15,297.0
thu_fri,1,1,17,5197,15,346.466667
thu_fri,1,1,18,5833,15,388.866667
thu_fri,1,1,19,6202,15,413.466667
thu_fri,1,1,20,5906,15,393.733333
thu_fri,1,1,21,6092,15,406.133333
thu_fri,1,1,22,6973,15,464.866667
thu_fri,1,1,23,7404,15,493.6
thu_fri,1,2,0,455,15,30.333333
thu_fri,1,2,1,389,15,25.933333
thu_fri,1,2,2,315,15,21.0
thu_fri,1,2,3,274,15,18.266667
thu_fri,1,2,4,140,15,9.333333
thu_fri,1,2,5,121,15,8.066667
thu_fri,1,2,6,169,15,11.266667
thu_fri,1,2,7,223,15,14.866667
thu_fri,1,2,8,321,15,21.4
thu_fri,1,2,9,240,15,16.0
thu_fri,1,2,10,201,15,13.4
thu_fri,1,2,11,244,15,16.266667
thu_fri,1,2,12,235,15,15.666667
thu_fri,1,2,13,244,15,16.266667
thu_fri,1,2,14,261,15,17.4
thu_fri,1,2,15,306,15,20.4
thu_fri,1,2,16,337,15,22.466667
thu_fri,1,2,17,338,15,22.533333
thu_fri,1,2,18,408,15,27.2
thu_fri,1,2,19,401,15,26.733333
thu_fri,1,2,20,414,15,27.6
thu_fri,1,2,21,373,15,24.866667
thu_fri,1,2,22,459,15,30.6
thu_fri,1,2,23,454,15,30.266667
thu_fri,1,3,0,394,15,26.266667
thu_fri,1,3,1,399,15,26.6
thu_fri,1,3,2,340,15,22.666667
thu_fri,1,3,3,265,15,17.666667
thu_fri,1,3,4,72,15,4.8
thu_fri,1,3,5,67,15,4.466667
thu_fri,1,3,6,99,15,6.6
thu_fri,1,3,7,169,15,11.266667
thu_fri,1,3,8,165,15,11.0
thu_fri,1,3,9,194,15,12.933333
thu_fri,1,3,10,149,15,9.933333
thu_fri,1,3,11,167,15,11.133333
thu_fri,1,3,12,183,15,12.2
thu_fri,1,3,13,179,15,11.933333
thu_fri,1,3,14,207,15,13.8
thu_fri,1,3,15,227,15,15.133333
thu_fri,1,3,16,232,15,15.466667
thu_fri,1,3,17,257,15,17.133333
thu_fri,1,3,18,281,15,18.733333
thu_fri,1,3,19,314,15,20.933333
thu_fri,1,3,20,293,15,19.533333
thu_fri,1,3,21,320,15,21.333333
thu_fri,1,3,22,390,15,26.0
thu_fri,1,3,23,408,15,27.2
thu_fri,1,4,0,43,15,2.866667
thu_fri,1,4,1,52,15,3.466667
thu_fri,1,4,2,40,15,2.666667
thu_fri,1,4,3,42,15,2.8
thu_fri,1,4,4,15,15,1.0
thu_fri,1,4,5,15,15,1.0
thu_fri,1,4,6,25,15,1.666667
thu_fri,1,4,7,32,15,2.133333
thu_fri,1,4,8,41,15,2.733333
thu_fri,1,4,9,36,15,2.4
thu_fri,1,4,10,41,15,2.733333
thu_fri,1,4,11,28,15,1.866667
thu_fri,1,4,12,30,15,2.0
thu_fri,1,4,13,27,15,1.8
thu_fri,1,4,14,24,15,1.6
thu_fri,1,4,15,27,15,1.8
thu_fri,1,4,16,29,15,1.933333
thu_fri,1,4,17,31,15,2.066667
thu_fri,1,4,18,26,15,1.733333
thu_fri,1,4,19,35,15,2.333333
thu_fri,1,4,20,23,15,1.533333
thu_fri,1,4,21,26,15,1.733333
thu_fri,1,4,22,42,15,2.8
thu_fri,1,4,23,50,15,3.333333
thu_fri,1,5,0,637,15,42.466667
thu_fri,1,5,1,599,15,39.933333
thu_fri,1,5,2,505,15,33.666667
thu_fri,1,5,3,369,15,24.6
thu_fri,1,5,4,161,15,10.733333
thu_fri,1,5,5,199,15,13.266667
thu_fri,1,5,6,332,15,22.133333
thu_fri,1,5,7,484,15,32.266667
thu_fri,1,5,8,613,15,40.866667
thu_fri,1,5,9,652,15,43.466667
thu_fri,1,5,10,603,15,40.2
thu_fri,1,5,11,514,15,34.266667
thu_fri,1,5,12,482,15,32.133333
thu_fri,1,5,13,483,15,32.2
thu_fri,1,5,14,494,15,32.933333
thu_fri,1,5,15,471,15,31.4
thu_fri,1,5,16,507,15,33.8
thu_fri,1,5,17,534,15,35.6
thu_fri,1,5,18,662,15,44.133333
thu_fri,1,5,19,651,15,43.4
thu_fri,1,5,20,544,15,36.266667
thu_fri,1,5,21,608,15,40.533333
thu_fri,1,5,22,755,15,50.333333
thu_fri,1,5,23,693,15,46.2
thu_fri,1,6,0,536,15,35.733333
thu_fri,1,6,1,498,15,33.2
thu_fri,1,6,2,360,15,24.0
thu_fri,1,6,3,271,15,18.066667
thu_fri,1,6,4,68,15,4.533333
thu_fri,1,6,5,100,15,6.666667
thu_fri,1,6,6,157,15,10.466667
thu_fri,1,6,7,331,15,22.066667
thu_fri,1,6,8,273,15,18.2
thu_fri,1,6,9,303,15,20.2
thu_fri,1,6,10,287,15,19.133333
thu_fri,1,6,11,293,15,19.533333
thu_fri,1,6,12,303,15,20.2
thu_fri,1,6,13,264,15,17.6
thu_fri,1,6,14,262,15,17.466667
thu_fri,1,6,15,285,15,19.0
thu_fri,1,6,16,263,15,17.533333
thu_fri,1,6,17,464,15,30.933333
thu_fri,1,6,18,744,15,49.6
thu_fri,1,6,19,684,15,45.6
thu_fri,1,6,20,402,15,26.8
thu_fri,1,6,21,418,15,27.866667
thu_fri,1,6,22,508,15,33.866667
thu_fri,1,6,23,577,15,38.466667
thu_fri,1,7,0,49,15,3.266667
thu_fri,1,7,1,36,15,2.4
thu_fri,1,7,2,39,15,2.6
thu_fri,1,7,3,34,15,2.266667
thu_fri,1,7,4,5,15,0.333333
thu_fri,1,7,5,6,15,0.4
thu_fri,1,7,6,7,15,0.466667
thu_fri,1,7,7,9,15,0.6
thu_fri,1,7,8,9,15,0.6
thu_fri,1,7,9,17,15,1.133333
